,,Ano,compositores,visualizacoes,letra
Use Your Illusion II,Breakdown,1991,"DUFF ROSE MCKAGAN, IZZY STRADLIN, SAUL HUDSON, W. AXL ROSE",5000943,"We all come in from the cold We come down from the wire An everybody warms themselves To a different fire When sometimes we get burned You'd think sometime we'd learn The one you love is the one That should take you higher You ain't got no one You better go back out and find her  Just like children hidin' in a closet Can't tell what's goin' on outside Sometimes we're so far off the beaten track We'll get taken for a ride By a parlor trick or some words of wit A hidden hand up a sleeve To think the one you love Could hurt you now Is a little hard to believe But everybody darlin' sometimes Bites the hand that feeds  When I look around Everybody always brings me down Well is it them or me Well I just can't see But there ain't no peace to found But if someone really cared Well they'd take the time to spare A moment to try and understand Another one's despair Remember in this game we call life That no one said it's fair  Breakdown Let me hear it now Breakdown Let me hear it now Yeah Breakdown Let me hear it now Breakdown Let me hear it now Get down with yo' bad self Alright  I've come to know the cold I think of it as home When there ain't enough of me To go around I'd rather be left alone But if I call you out of habit I'm out of love and I gotta have it Would you give it to me If I fit you needs Like when we both knew we had it But now the damage's done And we're back out on the run Fun how ev'rything was roses When we held on to the guns Just because you're winnin' Don't mean you're the lucky ones  Breakdown Let me hear it now Breakdown Yeah Breakdown Breakdown Let me hear it now  There goes the Challenger being chased By the blue blue meanies on wheels The vicious traffic squad cars are After our lone driver The last American hero The the electric sitar The demi-god The super driver of the golden west! Two nasty nazi cars are close behind The beautiful lone driver The police cars are getting closer-closer Closer to our soul hero in his soul mobile yeah baby! They about to strike, they gonna get him, smash! rape! The last beautiful free soul on this planet  But it is written if the evil spirit Arms the tiger with claws Brahman provided wings for the dove Thus spake the super guru"" ""Did you hear that"""
Use Your Illusion II,Pretty Tied Up,1991,"(USA 2) SLASH, IZZY STRADLIN, DUFF MC KAGAN, DARREN A REED, MATT SORUM, W. AXL ROSE",3474339,"(the perils of rock n' roll decadence)  I know this chick she lives down on Melrose She ain't satisfied without some pain Friday night is goin' up inside her...again Well crack the whip 'Cause that bitch is just insane I'm serious  She's pretty tied up hangin' upside down She's pretty tied up an you can ride her She's pretty tied up hangin' upside down I can't tell you she's the right one Oh no, oh no, oh no  Once there was this rock n' roll band Rollin' on the streets Time went by and it became a joke We just needed more and more fulfilling... uh-huh Time went by and it all went up in smoke But check it out  She's pretty tied up hangin' upside down She's pretty tied up an you can ride her She's pretty tied up hangin' upside down Ohh I can't tell you she's the right one Oh no, oh no, oh no  Once you made that money it costs more now It might cost a lot more than you'd think I just found a million dollars  that someone forgot It's days like this that push me o'er the brinks Cool and stressing   [pronounced: cool ranch dres'ing]  She's pretty tied up hangin' upside down She's pretty tied up an you can ride her She's pretty tied up hangin' upside down And I can't tell you she's the right one Oh she's the right one ...(etc.)  (but I can tell you a thing or two  'bout somethin' else If you really want to know...know what I'm sayin')"
Use Your Illusion II,Locomotive,1991,"(USA 2) SLASH, IZZY STRADLIN, DUFF MC KAGAN, DARREN A REED, MATT SORUM, W. AXL ROSE",5111605,"Gonna find a way to cure this loneliness Yeah I'll find a way to cure the pain If I said that you're my friend And our love would never end How long before I had your trust again I opened up the doors when it was cold outside Hopin' that you'd find your own way in But how can I protect you Or try not to neglect you When you won't take the love I have to give I bought me an illusion An I put it on the wall I let it fill my head with dreams And I had to have them all But oh the taste is never so sweet As what you'd believe it is - Well I guess it never is It's these prejudiced illusions That pump the blood To the heart of the biz  You know I never thought That it could take so long You know I never knew how to be strong Yeah, I let you shape me But it feels as though you raped me 'Cause you climbed inside my world And in my songs So now I've closed the door To keep the cold outside Seems somehow I've found the will to live But how can I forget you Or try not to reject you When we both know it takes time to forgive  Sweetness is a virtue And you lost your virtue long ago You know I'd like to hurt you But my conscience always tells me no You could sell your body on the street To anyone whom you might meet Who'd love to try and get inside And bust your innocence open wide  'Cause my baby's got a locomotive My baby's gone off the track My baby's got a locomotive Got ta peel the bitch off my back I know it looks like I'm insane Take a closer look I'm not to blame No  Gonna have some fun with my frustrations Gonna watch the big screen in my head I'd rather take a detour 'cause this road ain't gettin' clearer Your train of thought has cut me off again Better tame that boy 'cause he's a wild one Better tame that boy for he's a man Sweetheart don't make me laugh You's gettin' too big for your pants And I's think maybe you should Cut out while you can You can use your illusion - Let it take you where it may We live and learn And then sometimes it's best to walk away Me I'm just here hangin' on It's my only place to stay at least For now anyway I've worked too hard for my illusions Just to throw them all away  I'm taking time quiet consolation In passing by this love that's passed away I know it's never easy  So why should you believe me When I've always got so many things to say Calling off the dogs a simple choice is made 'Cause playful hearts Can sometimes be enraged You know I tried to wake you  I mean how long could it take you To open up your eyes and turn the page  Kindness is a treasure  And it's one towards me you've seldom shown So I'd say it for a good measure To all the ones like you I've known Ya know I'd like to shave your head And all my friends could paint it red 'Cause love to me's a two way street An all I really want is peace  But my baby's got a locomotive My baby's gone off the track My baby's got a locomotive Got ta peel the bitch off my back I know it looks like I'm insane Take a closer look I'm not to blame No  Affection is a blessing Can you find it in your sordid heart I tried to keep this thing ta-gether But the tremor tore my pad apart Yeah I know it's hard to face When all we've worked for's gone to waste But you're such a stupid woman And I'm such a stupid man But love like time's got its own plans  'Cause my baby's got a locomotive My baby's gone off the track My baby's got a locomotive Got ta peel the bitch off my back I know it looks like I'm insane Take a closer look I'm not to blame Yeah If love is blind I guess I'll buy myself a cane  Love's so strange"
Use Your Illusion II,So Fine,1991,"(USA 2) SLASH, IZZY STRADLIN, DUFF MC KAGAN, DARREN A REED, MATT SORUM, W. AXL ROSE",6264586,"How could she look so fine How could it be she might be mine How could she be so cool I've been taken for a fool So many times  It's a story of a man Who works as hard as he can Just to be a man who stands on his own But the book always burns As the story takes it turn An leaves a broken man  How could she be so cool How could she be so fine  I owe a favor to a friend My friends, they always come through for me Yeah  It's a story of a man Who works as hard as he can Just to be a man who stands on his own But the book always burns As the story takes it turn An leaves a broken man  If you could only live my life You could see the difference you make to me To me I'd look right up at night And all I'd see was darkness Now I see the stars alright I want to reach right up and grab one for you When the lights went down in your house Yeah that made me happy The sweat I make for you Yeah... I think you know where that comes from  Well I'd look right up at night And all I'd see was darkness Now I see the stars alright I want to reach right up and grab one for you When the lights went down in your house Yeah that made me happy The sweat I make for you I think you know where that comes from (2×)  How could she look so good (So good) How could she be so fine How could she be so cool How could it be she might be mine"
Use Your Illusion II,Estranged,1991,"(usa 2) Slash, Izzy Stradlin, Duff Mc Kagan, Darren A Reed, Matt Sorum, W. Axl Rose",230907286,"When you're talkin' to yourself And nobody's home You can fool yourself You came in this world alone (Alone)  So nobody ever told you baby How it was gonna be So what'll happen to you baby Guess we'll have to wait and see One, two  Old at heart but I'm only twenty eight And I'm much too young To let love break my heart Young at heart but it's getting much too late To find ourselves so far apart  I don't know how you're s'posed to find me lately An what more could you ask from me How could you say that I never needed you When you took everything Said you took everything from me  Young at heart an it gets so hard to wait When no one I know can seem to help me now Old at heart but I musn't hesitate If I'm to find my own way out  Still talkin' to myself And nobody's home (Alone)  So nobody ever told us baby How it was gonna be So what'll happen to us baby Guess we'll have to wait and see  When I find out all the reasons Maybe I'll find another way Find another day With all the changing seasons of my life Maybe I'll get it right next time An now that you've been broken down Got your head out of the clouds You're back down on the ground  And you don't talk so loud An you don't walk so proud Any more, and what for  Well I jumped into the river Too many times to make it home I'm out here on my own, an drifting all alone If it doesn't show give it time To read between the lines  'Cause I see the storm getting closer And the waves they get so high Seems everything we've ever known's here Why must it drift away and die  I'll never find anyone to replace you Guess I'll have to make it through, this time - oh this time Without you I knew the storm was getting closer And all my friends said I was high But everything we've ever known's here I never wanted it to die"
Use Your Illusion II,You Could Be Mine,1991,"(USA 2) SLASH, IZZY STRADLIN, DUFF MC KAGAN, DARREN A REED, MATT SORUM, W. AXL ROSE",38083004,"I'm a cold heartbreaker Fit ta burn and I'll rip your heart in two And I'll leave you lyin' on the bed I'll be out the door before you wake It's nuthin' new to you 'Cause I think we've seen that movie too  'Cause you could be mine But you're way out of line With your bitch slap rappin' And your cocaine tongue You get nuthin' done I said you could be mine  Now holidays come and then they go It's nothin' new today Collect another memory When I come home late at night Don't ask me where I've been Just count your stars I'm home again  'Cause you could be mine But you're way out of line With your bitch slap rappin' And your cocaine tongue You get nuthin' done I said you could be mine You could be mine You could be mine You could be mine You could be mine You could be mine, mine, mine, mine  You've gone sketchin' too many times Why don't you give it a rest Why Must you find Another reason to cry  While you're breakin' down my back n' I been rackin' out my brain It don't matter how we make it 'Cause it always ends the same You can push it for more mileage But your flaps are wearin' thin And I could sleep on it 'til mornin' But this nightmare never ends Don't forget to call my lawyers With ridiculous demands An you can take the pity so far But it's more than I can stand 'Cause this couchtrip's gettin' older Tell me how long has it been 'Cause five years is forever And you haven't grown up yet  You could be mine But you're way out of line With your bitch slap rappin' And your cocaine tongue You get nuthin' done I said you could be  You should be You could be mine You could be mine You could be mine You could be mine You could be mine You could be mine You could be mine You could be mine You could be mine"
Use Your Illusion II,Don't Cry [Alternate Lyrics],1991,"Duff Rose McKagan, Izzy Stradlin, Matt Sorum, Saul Hudson, W. Axl Rose",,"Talk to me softly There's something in your eyes Don't hang your head in sorrow And please don't cry I know how you feel inside I've I've been there before Somethin's changin' inside you And don't you know  Don't you cry tonight I still love you baby Don't you cry tonight Don't you cry tonight There's a heaven above you baby And don't you cry tonight  Give me a whisper And give me a sigh Give me a kiss before you tell me goodbye Don't you take it so hard now And please don't take it so bad I'll still be thinkin' of you And the times we had, baby  And don't you cry tonight Don't you cry tonight Don't you cry tonight There's a heaven above you baby And don't you cry tonight  And please remember That I never lied And please remember how I felt inside now honey You gotta make it your own way But you'll be alright now sugar You'll feel better tomorrow Come the morning light now baby  And don't you cry tonight And don't you cry tonight And don't you cry tonight There's a heaven above you baby And don't you cry Don't you ever cry Don't you cry tonight Baby maybe someday Don't you cry Don't you ever cry Don't you cry Tonight"
Use Your Illusion II,My World,1991,"DARREN A. REED, DUFF ROSE MCKAGAN, IZZY STRADLIN, MATT SORUM, SAUL HUDSON, W. AXL ROSE",860766,You wan'da step into my world It's a sociopsychotic state of bliss You've been delayed in the real world How many times have you hit and missed? Your cat-scan shows disfiguration I want to laugh myself to death With a misfired synapse With a bent configuration I'll hold the line while you gasp for breath You want to talk to me So talk to me You want to talk to me (7x) You can't talk to me You don't understand your sex You ain't been mindfucked yet  Let's do it (3x) Oh my distorted smile  Guess what I'm doing now
The Spaghetti Incident?,Since I Don't Have You,1993,"BOB GARFRERICK, WALT ALDRIDGE",83993517,"I don't have plans and schemes And I don't have hopes and dreams I, I, I don't have anything Since I don't have you  And I don't have fond desires And I don't have happy hours I don't have anything Since I don't have you  Happiness and I guess I never will again When you walked out on me In walked ol' misery And she's been here since then  Yeah, we're fucked!  I don't have love to share And I don't have one who cares I, I, I, I don't have anything Since I don't have you  You, you, you, oh, oh! You, you, you, oh, oh! You, you, you, oh, oh! You, you, you, oh, oh! You, you, oh yeah!"
The Spaghetti Incident?,New Rose,1993,"JIM MCBRIDE, JAMIE LEE THURSTON",99326,"(spoken) Is she really going out with him?  Hey!  I got a feeling inside of me, It's kinda strange, like a stormy sea I don't know why, I don't know why I guess these things've gotta be  I got a new rose, I got it good Yes, I knew that I always would I can't stop to mess around I got a brand new rose in town  See the sun, see the sunny skies Don't get too close, it'll burn your eyes Don't you run away that way Come back another day   I never thought this could happen to me I'm a strange washing machine I never served somebody this sane I'll never, never, never be too late  Hey!  [Repeat first verse]  [Chorus:]"
The Spaghetti Incident?,Down on the Farm,1993,"ALVIN BRIAN GIBBS, CHARLES HARPER, NICHOLAS PAUL GARRATT",1487036,All I need is some inspiration Before I do somebody some harm I feel just like a vegetable Down here on the farm  Nobody comes to see me Nobody here to turn me on I ain't even got a lover Down here on the farm  They told me to get healthy They told me to get some sun But boredom eats me like ketchup Down here on the farm  Drinking lemonade shanty Ain't no body gonna do me harm But I'm like a fish out of water Down here on the farm  I write a thousand letters 'Til my fingers all gone numb But I never see no postman Down here on the farm  I call my baby on the telephone I say come down and have some fun But she knows what the score is Down here on the farm  I can't fall in love with a wheat field I can't fall in love with a barn When everything smells like horse shit Down here on the farm  Blue skies and swimming pools Add so much charm But I'd rather be back in Soho Than down here on the farm  On the fucking farm!  Are you born in a fucking barn or what?  Baaaaaa!
The Spaghetti Incident?,Human Being,1993,"DAVID JOHANSEN, JOHNNY THUNDERS",1024753,"One, two, three four Oh, yeah Oh, yeah Well if you don't like it, go ahead, Find yourself a saint, go ahead now Try to find a boy who's gonna be what I ain't And what you need is a plastic doll with a fresh coat of paint Who's gonna sit through all the madness always, act so quaint I said - a. Oh yeah, well - a  It's your new friend, you're really Making a scene, and I've seen you Bouncing around, from machine to machine But you know that  They're never really Never really what they seem, and you can count on Generate some warmth, then you'll See just what I mean, oh baby, baby, baby yeah  Then if I'm acting like a king, don't you know it's 'cause I'm a human being, and if I Want too many things, don't you know it's 'cause I'm a human being  And if I've got to dream, don't you know it's 'cause I'm a human being, and well if It's a bit obscene, don't you know it's 'cause I'm a human being  I don't gotta walk around with my head on down Just like a human, oh no a human being I can hold my head so high Just like a human, a real proud human being  Won't you give me a little sip why won't you give me a Drag of that cigarette, why don't you Try to give me something, that I'll Never ever forget, but now  Could you blow it all, on a Million dollar bet, because you're Liable to lose it on a Best lovin' you've had yet, oh baby baby, oh yeah  Then if I'm acting like a king, don't you know it's 'cause I'm a human being, and if I Want too many things, don't you know it's 'cause I'm a human being  And if I've got to dream, don't you know it's 'cause I'm a human being, and well if It's a bit obscene, don't you know it's 'cause I'm a human being  I don't gotta walk around with my head on down Just like a human, oh no a human being I can hold my head so high Just like a human, a real proud human being  It's like I'm talkin' 'bout the human race You're tryin' to cover up a big disgrace Baby, yeah, yeah, yeah Come on, come on, come on  Well I may think that this whole scene is just a Too appalling for me Well, I may be the type who's just mad about Every little thing that I see, but I can  Color that with history, and make it Just what I want it to be, well I'm Blowin' my change on the fan magazines, with all the Hollywood refugees, oh baby baby oh yeah  Then if I'm acting like a king, don't you know it's 'cause I'm a human being, and if I Want too many things, don't you know it's 'cause I'm a human being  And if I've got to dream, don't you know it's 'cause I'm a human being, and well if It's a bit obscene, don't you know it's 'cause I'm a human being  I don't gotta walk around with my head on down Just like a human, oh no a human being I can hold my head so high Just like a human, a real proud human being"
The Spaghetti Incident?,Raw Power,1993,"JAMES OSTERBERG, JAMES WILLIAMSON",667014,"Dance to the beat of the living dead You'll see baby, stay away from there Raw power is sure to come a-runnin' to you  If you're alone and you got the feel So am I baby let's roll on outta here Raw power is sure to come a-runnin' to you  Raw power's got a magic touch Raw power is much too much Happiness is a guaranteed It was made for you and me  Raw power, honey, just won't quit Raw power, I can feel it Raw power, hear it, can't be spared Poppin' eyes and a fashion feed Don't you try, don't you try to tell me what to do I was tryin', I was tryin' a tell ya what to do  And you know that ain't right  I look in the eyes of the seventh girl Fall deep in love in the underworld Raw power is sure to come a-runnin' to you  If you're alone and you got the shakes So am I baby and I got what it takes Raw power is sure to come a-runnin' to you  Raw power's got a healing hand Raw power can destroy a man Raw power is so more than soul Got a son called rock and roll  Raw power, honey, just won't quit Raw power, I can feel it Raw power honey, give me a spin Get up baby and kiss my feet  Ev'rybody always tryin' a tell me what to do Don't you try, don't you try to tell me what to do Ev'rybody always tryin' a tell me what to do Don't you try, don't you try to tell me what to do Raw power it's got no place to go Raw power honey, you don't want to know Raw power is a guaranteed O.D. Raw power is a laughin' at you and me  I want to know  Can you feel it? Can you feel it? Can you feel it? Can you feel it? Raw power Raw power Can you feel it? Can you feel it?"
The Spaghetti Incident?,Ain't It Fun,1993,"Eugene Richard O'Connor, Peter Laughner",3545776,"Ain't it fun when you're always on the run Ain't it fun when you're friends despise what you become Ain't it fun when you get so high, well that you, you just can't come Ain't it fun when you know that you gonna die young  It's such fun, good fun, such fun, such fun, aah such fun Such fun, such fun aah, yeah, fun, such fun, such  Ain't it fun when you're taking care of number one Oh ain't it fun when you feel like you just gotta get a gun Ain't it fun when you just can't seem to find your tongue 'Cause you stuck it too deep into something that really stung  It's such fun, ah  Well, so good to me, they spit right in my face And I didn't even feel it, it was such a disgrace I punched my fist right through the glass And I didn't even feel it, it happened so fast Such fun, such fun, such fun Ah such fun, such fun, such fun Ah such fun, such fun, such fun Ah such fun, such fun, such  Ain't it fun when you tell her she's just a cunt Ain't it fun when you she splits and leaves you on the bum Well, ain't it fun when you've broken up every band that you've ever begun Ain't it fun when you know that you're gonna die young  It's such fun Such fun, such fun, such fun Ah such fun, such fun, such fun Ah such fun, such fun, such fun Such fun, such fun, such fun Such fun, such fun, such fun Such fun"
The Spaghetti Incident?,Buick Makane (Big Dumb Sex),1993,MARC BOLAN,609376,Don't you don't you want to thrill me Don't you be afraid to tell me Tell me if you think it's ugly But now don't you want to touch it anyway I've been looking for a reject And you ain't had nothing like me yet Don't you think it's time for motion I can take what you've been pushin' Hey I know what to do I'm gonna F*ck F*ck F*ck F*ck you F*ck You Yea I know what to do I'm gonna F*ck F*ck F*ck F*ck you F*ck you I'm gonna I'm the beast and you're the master You're the meat of the matter I'm no fool for discretion When it's on the tip of my tongue Don't you don't you want to thrill me Don't you be afraid to tell me Tell me if you think it's ugly But now don't you want to touch it anyway Hey I know what to do I'm gonna F*ck F*ck F*ck F*ck you F*ck you Yea I know what to do I'm gonna F*ck F*ck F*ck F*ck you F*ck you Hair of the dog
The Spaghetti Incident?,Hair of the Dog,1993,"Dan McCafferty, Darrell Sweet, Manuel Charlton, Pete Agnew",,"Heartbreaker, soul-shaker I've been told about you Steam-roller, the midnight shoulder What they been sayin' must be true  Red hot mama, oh that charmer Time's come to pay your dues  Now you're messin' with a a son of a bitch Now you're messin' with a son of a bitch Now you're messin' with a a son of a bitch Now you're messin' with a son of a bitch  Talking jive and poison ivy  You ain't gonna cling to me Minute-taker fall-faker  I ain't so blind I can't see  Red hot mama oh that charmer Time's come to pay your dues  Now you're messin' with a a son of a bitch Now you're messin' with a son of a bitch Now you're messin' with a a son of a bitch Now you're messin' with a son of a bitch  Now you're messin' with a a son of a bitch Now you're messin' with a son of a bitch Now you're messin' with a a son of a bitch Now you're messin' with a son of a bitch  Now you're messin' with a a son of a bitch Now you're messin' with a son of a bitch Now you're messin' with a a son of a bitch Now you're messin' with a son of a bitch  Now you're messin' with a a son of a bitch Now you're messin' with a son of a bitch Now you're messin' with a a son of a bitch Now you're messin' with a son of a bitch"
The Spaghetti Incident?,Attitude,1993,"TAMMIE HARRIS, ERROL MCCALLA",788235,"Yeah! Attitude Some fuckin' attitude I can't believe what you say to me You've got some attitude  Inside that bitter brain There's gotta be a whore If you don't shut your mouth You're gonna feel the floor, yeah!  Attitude, what you've got Some fuckin' attitude Attitude's what you've got Some fuckin' attitude Yeah, all right  Inside that bitter brain There's gotta be a whore If you don't shut your mouth You're gonna feel the mutha fuckin' guitar!  Oh, attitude Some fuckin' attitude I can't believe what you say to me You've got some attitude  Oh, attitude Some fuckin' attitude I can't believe what you say to me You've got some attitude  Yeah! Yeah! Yeah! yeh!"
The Spaghetti Incident?,Black Leather,1993,"PAUL THOMAS COOK, STEPHEN PHILIP JONES",738586,"Ooh Ooh Ooh  Well, she's all geared up, walkin' down the street And I can feel the slime, drippin' down her sleeve Well, you can't refuse and you just can't choose what she's gonna do Well, you can't refuse and you just can't choose what she's gonna do  Ooh Ooh  Well, it's late at night, and I'm all alone And I can hear her boots as she's near her home Well, you can't refuse and you just can't choose what she's gonna do Well, you can't refuse and you just can't choose what she's gonna do  Scratch, scratch, she's clawing at the door Whoa, no, I can't take it anymore Crack, crack I'm feeling so sore I never should asked for black leather Black leather Ooh, black leather Ow black leather  And you can try to hide, but you won't get far You can let her in, and you'll start it again Well, you can't refuse and you just can't choose what she's gonna do Well, you can't refuse and you just can't choose what she's gonna do  Scratch, scratch, she's clawing at the door Whoa, no, I can't take it anymore Crack, crack I'm feeling so sore I never should asked for black leather Black leather Ooh, black leather Ow black leather  Ooh Ooh Black leather [x 8]"
The Spaghetti Incident?,You Can't Put Your Arms Around a Memory,1993,John Genzale,,"It doesn't pay to try All the smart boys know why It doesn't mean, I didn't try I just never know, why  It isn't 'cause I'm all alone Oh, baby, you're not home And when I'm home Big deal, I'm still alone  It's so restless, I am Beat my head against a pole Try to knock some sense, down 'side my bones And even though it don't show Those guys are so old  Can't put your arms around a memory Can't put your arms around a memory Can't put your arms around a memory Don't try Don't try  You're just a basket case And you got no name Could you live with me? Go on and say And even though it don't show Those guys are so old Can't put your arms around a memory   Johnny you're me Yeah, you're memory I want to put my arms around your memory I can't try, I can't try...don't try"
The Spaghetti Incident?,I Don't Care About You,1993,LEE VING,562812,"Yeah!  I'm from South Philadelphia up on Avenue C I've seen empty hands that was waitin' to freeze Up from the power at home  I don't care about you F*ck you! I don't care about you F*ck you!  I've seen Hollywood Boulevard Welfare hotel And I spent the night in jail At the Wilcox Hotel  I don't care about you F*ck you! I don't care about you  I've seen an old man have a heart attack in Manhattan Well he died while we just stood there lookin' at him Ain't he cute?  I don't care about you F*ck you! I don't care about you  I seen mad rollin' drunks I seen bodies in the streets I saw a man who was sleepin' in his own puke And a man with no legs crawlin' down Fifth Street tryin' just to get somethin' to eat  I don't care about you F*ck you! I don't care about you F*ck you! I don't care about you F*ck you! I don't care about you  F*ck you!  (spoken) Uh, that hurt man Alright Perfect"
The Spaghetti Incident?,"Look at Your Game, Girl",1993,Charles Manson,3527625,"There's a time for living Time keeps on flying Think you're loving baby But all your doing is crying Can you feel Are those feelings real Look at your game, girl Look at your game, girl What a mad delusion Living in that confusion Frustration and doubt Can you ever live without the game The sad, sad game Mad game Just to say loves' not enough it can't be true Oh, you can tell those lies but you're only fooling you Can't you feel All those feelings ain't real Then you better stop trying Or you're gonna play crying Stop trying"
Chinese Democracy,Chinese Democracy,2008,"Caram Chase Costanzo, Darren A. Reed, Eric Caudieux, Joshua Ryan Freese, Paul H. Tobias, Robin Finck, Tommy Stinson, W. Axl Rose",3272253,It don't really matter You'll find out for yourself No it don't really matter You're gonna leave this thing to Somebody else  If they missionaries Real time visionaries Sitting in a Chinese school To view my dis-infatu-ation I know that I'm a classic case Watch my disenchanted face Blame it on the Falun Gong They've seen the end and you can't hold on now  Cause it would take a lot more hate than you To stop the fascination Even with an iron fist Our baby got to rule the nation But all I got is precious time  It don't really matter You're gonna find out for yourself No it don't really matter So you can hear now from Somebody else  Cause it would take a lot more time than you I've got more masturbation Even with your iron fist More than you got to rule the nation But all I got is precious time More than you got to rule the nation But all I got is precious time  It don't really matter Gonna keep it to myself No it don't really matter So you can hear it now from Somebody else  You think you got it all locked up inside And if you beat them all up they'll die Then you'll walk them home for the cells Then now you'll dig for your road back to hell And with your ? makes you stop As if your eyes were their eyes you can tell In your lack of time
Chinese Democracy,Shackler's Revenge,2008,"BRIAN CARROLL, BRIAN PATRICK CARROLL, CARAM CHASE COSTANZO, ROBIN FINCK, BRYAN KEI MANTIA, W. AXL ROSE, PETER JOSEPH SCATURRO",1393848,"I've got a funny feeling there's something wrong today I've got a funny feeling and it won't go away  I've got an itchy finger and there'll be hell to pay I'm gonna pull the trigger and blow them all away  Don't ever try to tell me how much you care for me Don't ever try to tell me how you were there for me  [Chorus] I don't believe there's a reason (I hope you see this) I don't believe there's a reason (I don't regret this)  I've got a wicked demon inside that never fades I've got an empty feeling I won't be home today  Don't ever try to tell me how much you care for me Don't ever try to tell me how you were there for me  [Chorus: Repeat x2]  I want you to stop and help out with doing what you want to do No one is guilty here now, there's nothing new now  [Chorus: Repeat x2]"
Chinese Democracy,Better,2008,"Robin Finck, W. Axl Rose",5131122,"No one ever told me when I was alone They just thought I'd know better, better.  No one ever told me when I was alone They just thought I'd know better, better.  The hardest part this troubled heart has never Yet been through now. We've healed the scars that got their start Inside someone like you now.  Well had I known or I'd been shown back When I longed you'd take me. To break the charge that brought me home And all that won't erase me.  I never would know that I could No matter what you'd pay me. Replay the part, you stole my heart I should have known you're crazy.  If all I knew was that with you I'd want someone to save me. It'd be enough, but just my luck, I fell in love and baby all that I wanted was  Now I know you better, You know I'd know better, Now I know you better!  So bittersweet, this tragedy won't ask for absolution, This melody inside of me still searches for solution, A twist of fate, a change of heart, Kills my infatuation, A broken heart, provides the spark for my determination,  No one ever told me when I was alone, They just thought I'd know better, better. Ooh, no one ever told me when I was alone, They just thought I'd know better, better."
Chinese Democracy,Street of Dreams,2008,"William Axl Rose, Tommy Stinson, Paul H. Tobias, Darren A. Reed, Robert John Finck",1890830,"All the love in the world couldn't save you All the innocence inside You know I tried so hard to make you Oh I wanna make you change your mind  And it hurts too much to see you And how you left yourself behind You know I wouldn't want to be you Now there's a hell I can't describe  So now I wander through my days Trying to find my ways To the feelings that I felt I saved for you and no one else  And though as long as this road seems I know it's called the street of dreams But that's not stardust on my feet It leaves a taste that's bittersweet That's called the blues  I don't know just what I should do Everywhere I go I see you You know it's what you planned, this much is true What I thought was beautiful, don't live inside of you anymore  I don't know just what I should do Everywhere I go I see you You know it's what you planned, this much is true What I thought was beautiful, don't live inside of you anymore  What this means to me Is more than I know you believe What I thought of you now Has cost more that it should for me  What I thought was true before Were lies I couldn't see What I thought was beautiful Is only memories"
Chinese Democracy,If the World,2008,"CHRIS PITMAN, W. AXL ROSE",990114,If the world would end today All the dreams we had would all just drift away You know there's nothing more to say If the world would end would our love slip away  I never knew the way that you looked at me Would ever mean so much to me In my heart I found the feelings that I've never shown Now they've got the best of me   I never thought all the love I was looking for Could ever be so close to me Your the only one that I've ever loved that has ever loved me And now you've got the best of me  If the world would end today All the dreams we had would all just drift away You know there's nothing more to say  [Chorus:]
Chinese Democracy,There Was a Time,2008,"DIZZY REED, WILLIAM ROSE, TOMMY STINSON, PAUL TOBIAS",1808771,"Broken glass and cigarettes, Writing on the wall, It was a bargain for the summer, And I thought I had it all. I was the one who gave you everything, The one who took the fall, You were the one who would do anything, The one who can't recall Where she was while she was sleeping, In another woman's bed, Or the doctors or the lawyers, Or a stranger that she met. If there's nothing I can gain from this, Or anything at all, It'd be the knowledge that ya gave me, When I thought I had it all.  It was a long time with you, It was a long time with me, It'd be a long for anyone, But looks like it's meant to be.  Social class and registers, Cocaine in the hall, All the way from California, On the way beyond that stall. To those non-negotiations To simulate a call, All the bad of learning evils and your ways around the laws that keep you  Up and sitting pretty, On a pedestal of men And now you're sleeping like an angel, Near the man who reaped it in.  If there's something I can make of this, Or anything at all, It'd be the devil hates a loser and you thought you had it all.  It was a wrong time for you, It was a wrong time for me, It was the wrong time for everyone But looks like I'm about to see for myself.  If I could go back in time to the place in my soul,there all alone Lonely tear drops, Ooh,are calling you. But I don't wanna know it now, 'cause knowing you, it won't change a damn thing. But there was a time.  Yeah, there was a time, Didn't wanna know it all, Didn't wanna know it all and I don't wanna know it now  Oh,  Yeah, there was a time, Didn't wanna know it all, Didn't wanna know it all and I don't wanna know it now,  Oh, I would do anything for you, There was a time, I would do anything for you, Oh,I would do anything for you, There was a time.  There was a time, Oh, I would do anything for you, Oh, I would do anything for you Yeah there was a time, Didn't wanna know it all, Didn't wanna know it all, And I don't wanna know it now, I would do anything for you, There was a time, was a time"
